Fecha,ID Region,ID Producto,ID Indicador,Num,Den
2024-02-01,4,4,1,34,103
2024-02-01,4,4,2,97,97
2024-02-01,4,4,3,17127,126
2024-02-01,4,5,1,27,102
2024-02-01,4,5,2,96,96
2024-02-01,4,5,3,11208,220
2024-02-01,4,6,1,40,95
2024-02-01,4,6,2,70,103
2024-02-01,4,6,3,15745,103
2024-03-01,1,1,1,33,97
2024-03-01,1,1,2,100,102
2024-03-01,1,1,3,21141,134
2024-03-01,1,2,1,25,95
2024-03-01,1,2,2,70,101
2024-03-01,1,2,3,16690,179
2024-03-01,1,3,1,29,102
2024-03-01,1,3,2,101,101
2024-03-01,1,3,3,23947,249
2024-03-01,1,4,1,26,97
2024-03-01,1,4,2,83,99
2024-03-01,1,4,3,26978,94
2024-03-01,1,5,1,21,103
2024-03-01,1,5,2,73,100
2024-03-01,1,5,3,27142,92
2024-03-01,1,6,1,36,102
2024-03-01,1,6,2,80,103
2024-03-01,1,6,3,24640,94
2024-03-01,2,1,1,25,96
2024-03-01,2,1,2,96,96
2024-03-01,2,1,3,15707,97
2024-03-01,2,2,1,23,101
2024-03-01,2,2,2,85,104
2024-03-01,2,2,3,27481,228
2024-03-01,2,3,1,39,95
2024-03-01,2,3,2,96,96
2024-03-01,2,3,3,27125,248
2024-03-01,2,4,1,36,104
2024-03-01,2,4,2,86,100
2024-03-01,2,4,3,29945,132
2024-03-01,2,5,1,27,100
2024-03-01,2,5,2,95,99
2024-03-01,2,5,3,29151,113
2024-03-01,2,6,1,34,99
2024-03-01,2,6,2,74,100
2024-03-01,2,6,3,23017,82
2024-03-01,3,1,1,38,104
2024-03-01,3,1,2,74,96
2024-03-01,3,1,3,14984,217
2024-03-01,3,2,1,28,103
2024-03-01,3,2,2,92,97
2024-03-01,3,2,3,16004,97
2024-03-01,3,3,1,29,100
2024-03-01,3,3,2,97,97
2024-03-01,3,3,3,17912,219
2024-03-01,3,4,1,45,104
2024-03-01,3,4,2,103,105
2024-03-01,3,4,3,29884,82
2024-03-01,3,5,1,29,103
2024-03-01,3,5,2,76,105
2024-03-01,3,5,3,16666,114
2024-03-01,3,6,1,23,96
2024-03-01,3,6,2,79,103
2024-03-01,3,6,3,17232,149
2024-03-01,4,1,1,26,104
2024-03-01,4,1,2,83,100
2024-03-01,4,1,3,28782,255
2024-03-01,4,2,1,36,99
2024-03-01,4,2,2,86,102
2024-03-01,4,2,3,11024,93
2024-03-01,4,3,1,33,105
2024-03-01,4,3,2,72,99
2024-03-01,4,3,3,18929,80
2024-03-01,4,4,1,40,97
2024-03-01,4,4,2,80,99
2024-03-01,4,4,3,26077,193
2024-03-01,4,5,1,37,101
2024-03-01,4,5,2,77,95
2024-03-01,4,5,3,12884,99
2024-03-01,4,6,1,21,103
2024-03-01,4,6,2,100,100
2024-03-01,4,6,3,12852,221
2024-04-01,1,1,1,24,101
2024-04-01,1,1,2,89,95
2024-04-01,1,1,3,9307,173
2024-04-01,1,2,1,26,100
2024-04-01,1,2,2,85,105
2024-04-01,1,2,3,11368,250
2024-04-01,1,3,1,44,100
2024-04-01,1,3,2,96,103
2024-04-01,1,3,3,13064,238
2024-04-01,1,4,1,25,98
2024-04-01,1,4,2,96,97
2024-04-01,1,4,3,13877,86
2024-04-01,1,5,1,45,100
2024-04-01,1,5,2,85,101
2024-04-01,1,5,3,13216,148
2024-04-01,1,6,1,32,96
2024-04-01,1,6,2,95,95
2024-04-01,1,6,3,14539,136
2024-04-01,2,1,1,31,102
2024-04-01,2,1,2,84,99
2024-04-01,2,1,3,8775,137
2024-04-01,2,2,1,26,105
2024-04-01,2,2,2,91,101
2024-04-01,2,2,3,10274,151
2024-04-01,2,3,1,31,99
2024-04-01,2,3,2,102,105
2024-04-01,2,3,3,25570,182
2024-04-01,2,4,1,20,100
2024-04-01,2,4,2,86,96
2024-04-01,2,4,3,27024,125
2024-04-01,2,5,1,21,99
2024-04-01,2,5,2,96,96
2024-04-01,2,5,3,19327,191
2024-04-01,2,6,1,33,100
2024-04-01,2,6,2,102,104
2024-04-01,2,6,3,20622,109
2024-04-01,3,1,1,26,104
2024-04-01,3,1,2,72,99
2024-04-01,3,1,3,8055,191
2024-04-01,3,2,1,45,103
2024-04-01,3,2,2,82,103
2024-04-01,3,2,3,22132,173
2024-04-01,3,3,1,41,96
2024-04-01,3,3,2,100,100
2024-04-01,3,3,3,29737,160
2024-04-01,3,4,1,43,96
2024-04-01,3,4,2,99,99
2024-04-01,3,4,3,29852,159
2024-04-01,3,5,1,30,101
2024-04-01,3,5,2,88,101
2024-04-01,3,5,3,12170,221
2024-04-01,3,6,1,33,98
2024-04-01,3,6,2,94,105
2024-04-01,3,6,3,13702,253
2024-04-01,4,1,1,38,104
2024-04-01,4,1,2,95,99
2024-04-01,4,1,3,8013,220
2024-04-01,4,2,1,29,99
2024-04-01,4,2,2,97,98
2024-04-01,4,2,3,27879,228
2024-04-01,4,3,1,30,105
2024-04-01,4,3,2,98,102
2024-04-01,4,3,3,15002,193
2024-04-01,4,4,1,35,103
2024-04-01,4,4,2,75,97
2024-04-01,4,4,3,24890,152
2024-04-01,4,5,1,40,105
2024-04-01,4,5,2,91,104
2024-04-01,4,5,3,15696,103
2024-04-01,4,6,1,29,105
2024-04-01,4,6,2,82,98
2024-04-01,4,6,3,8800,117
2024-05-01,1,1,1,27,95
2024-05-01,1,1,2,102,102
2024-05-01,1,1,3,22923,98
2024-05-01,1,2,1,40,101
2024-05-01,1,2,2,82,104
2024-05-01,1,2,3,20582,258
2024-05-01,1,3,1,32,102
2024-05-01,1,3,2,79,98
2024-05-01,1,3,3,8181,247
2024-05-01,1,4,1,44,96
2024-05-01,1,4,2,84,101
2024-05-01,1,4,3,24972,125
2024-05-01,1,5,1,21,102
2024-05-01,1,5,2,85,103
2024-05-01,1,5,3,22957,111
2024-05-01,1,6,1,45,97
2024-05-01,1,6,2,102,102
2024-05-01,1,6,3,27511,223
2024-05-01,2,1,1,44,100
2024-05-01,2,1,2,102,102
2024-05-01,2,1,3,21983,209
2024-05-01,2,2,1,34,103
2024-05-01,2,2,2,97,97
2024-05-01,2,2,3,16493,195
2024-05-01,2,3,1,40,98
2024-05-01,2,3,2,99,99
2024-05-01,2,3,3,28537,204
2024-05-01,2,4,1,28,98
2024-05-01,2,4,2,74,102
2024-05-01,2,4,3,15683,153
2024-05-01,2,5,1,30,99
2024-05-01,2,5,2,100,100
2024-05-01,2,5,3,12534,100
2024-05-01,2,6,1,27,97
2024-05-01,2,6,2,79,101
2024-05-01,2,6,3,15010,260
2024-05-01,3,1,1,33,96
2024-05-01,3,1,2,91,101
2024-05-01,3,1,3,23267,218
2024-05-01,3,2,1,21,101
2024-05-01,3,2,2,96,98
2024-05-01,3,2,3,27139,179
2024-05-01,3,3,1,44,95
2024-05-01,3,3,2,94,104
2024-05-01,3,3,3,8193,202
2024-05-01,3,4,1,29,100
2024-05-01,3,4,2,96,101
2024-05-01,3,4,3,25895,217
2024-05-01,3,5,1,27,104
2024-05-01,3,5,2,84,102
2024-05-01,3,5,3,22281,149
2024-05-01,3,6,1,20,102
2024-05-01,3,6,2,91,101
2024-05-01,3,6,3,21248,251
2024-05-01,4,1,1,34,97
2024-05-01,4,1,2,97,97
2024-05-01,4,1,3,8883,216
2024-05-01,4,2,1,38,101
2024-05-01,4,2,2,71,104
2024-05-01,4,2,3,29061,101
2024-05-01,4,3,1,24,101
2024-05-01,4,3,2,81,102
2024-05-01,4,3,3,16524,92
2024-05-01,4,4,1,30,101
2024-05-01,4,4,2,98,98
2024-05-01,4,4,3,19059,163
2024-05-01,4,5,1,28,101
2024-05-01,4,5,2,86,101
2024-05-01,4,5,3,23411,100
2024-05-01,4,6,1,43,95
2024-05-01,4,6,2,73,103
2024-05-01,4,6,3,15347,169
2024-06-01,1,1,1,22,105
2024-06-01,1,1,2,72,105
2024-06-01,1,1,3,16102,87
2024-06-01,1,2,1,20,98
2024-06-01,1,2,2,79,104
2024-06-01,1,2,3,12136,141
2024-06-01,1,3,1,41,102
2024-06-01,1,3,2,96,96
2024-06-01,1,3,3,23238,135
2024-06-01,1,4,1,44,99
2024-06-01,1,4,2,80,100
2024-06-01,1,4,3,27898,235
2024-06-01,1,5,1,44,96
2024-06-01,1,5,2,89,97
2024-06-01,1,5,3,26962,107
2024-06-01,1,6,1,29,95
2024-06-01,1,6,2,94,104
2024-06-01,1,6,3,14498,181
2024-06-01,2,1,1,38,96
2024-06-01,2,1,2,85,105
2024-06-01,2,1,3,17882,106
2024-06-01,2,2,1,39,105
2024-06-01,2,2,2,96,96
2024-06-01,2,2,3,19377,90
2024-06-01,2,3,1,33,103
2024-06-01,2,3,2,93,105
2024-06-01,2,3,3,24579,97
2024-06-01,2,4,1,30,105
2024-06-01,2,4,2,95,95
2024-06-01,2,4,3,11458,205
2024-06-01,2,5,1,31,101
2024-06-01,2,5,2,99,105
2024-06-01,2,5,3,22270,119
2024-06-01,2,6,1,43,97
2024-06-01,2,6,2,87,103
2024-06-01,2,6,3,25634,237
2024-06-01,3,1,1,34,102
2024-06-01,3,1,2,101,101
2024-06-01,3,1,3,18561,148
2024-06-01,3,2,1,22,98
2024-06-01,3,2,2,98,99
2024-06-01,3,2,3,23227,142
2024-06-01,3,3,1,39,104
2024-06-01,3,3,2,94,105
2024-06-01,3,3,3,8940,166
2024-06-01,3,4,1,30,102
2024-06-01,3,4,2,97,97
2024-06-01,3,4,3,19626,134
2024-06-01,3,5,1,30,99
2024-06-01,3,5,2,99,99
2024-06-01,3,5,3,17052,259
2024-06-01,3,6,1,20,103
2024-06-01,3,6,2,82,103
2024-06-01,3,6,3,15908,101
2024-06-01,4,1,1,35,101
2024-06-01,4,1,2,85,103
2024-06-01,4,1,3,23600,256
2024-06-01,4,2,1,42,105
2024-06-01,4,2,2,98,102
2024-06-01,4,2,3,11049,84
2024-06-01,4,3,1,27,99
2024-06-01,4,3,2,85,101
2024-06-01,4,3,3,29756,158
2024-06-01,4,4,1,31,104
2024-06-01,4,4,2,102,102
2024-06-01,4,4,3,19264,215
2024-06-01,4,5,1,43,101
2024-06-01,4,5,2,91,103
2024-06-01,4,5,3,22868,170
2024-06-01,4,6,1,29,99
2024-06-01,4,6,2,84,99
2024-06-01,4,6,3,14310,110
2024-07-01,1,1,1,23,100
2024-07-01,1,1,2,81,103
2024-07-01,1,1,3,15090,129
2024-07-01,1,2,1,28,102
2024-07-01,1,2,2,103,104
2024-07-01,1,2,3,17273,232
2024-07-01,1,3,1,26,96
2024-07-01,1,3,2,84,99
2024-07-01,1,3,3,13879,172
2024-07-01,1,4,1,20,99
2024-07-01,1,4,2,78,103
2024-07-01,1,4,3,9491,150
2024-07-01,1,5,1,37,95
2024-07-01,1,5,2,78,99
2024-07-01,1,5,3,24085,243
2024-07-01,1,6,1,20,96
2024-07-01,1,6,2,88,104
2024-07-01,1,6,3,23686,200
2024-07-01,2,1,1,30,102
2024-07-01,2,1,2,73,97
2024-07-01,2,1,3,23654,144
2024-07-01,2,2,1,22,96
2024-07-01,2,2,2,101,101
2024-07-01,2,2,3,26907,98
2024-07-01,2,3,1,41,105
2024-07-01,2,3,2,79,95
2024-07-01,2,3,3,26443,118
2024-07-01,2,4,1,22,99
2024-07-01,2,4,2,77,98
2024-07-01,2,4,3,21637,222
2024-07-01,2,5,1,39,104
2024-07-01,2,5,2,84,104
2024-07-01,2,5,3,20464,213
2024-07-01,2,6,1,34,102
2024-07-01,2,6,2,99,99
2024-07-01,2,6,3,18006,189
2024-07-01,3,1,1,39,104
2024-07-01,3,1,2,95,95
2024-07-01,3,1,3,14808,105
2024-07-01,3,2,1,26,105
2024-07-01,3,2,2,75,99
2024-07-01,3,2,3,15859,120
2024-07-01,3,3,1,37,97
2024-07-01,3,3,2,80,96
2024-07-01,3,3,3,21386,80
2024-07-01,3,4,1,42,102
2024-07-01,3,4,2,100,104
2024-07-01,3,4,3,9069,154
2024-07-01,3,5,1,29,98
2024-07-01,3,5,2,99,99
2024-07-01,3,5,3,15648,98
2024-07-01,3,6,1,45,99
2024-07-01,3,6,2,105,105
2024-07-01,3,6,3,14482,249
2024-07-01,4,1,1,23,101
2024-07-01,4,1,2,84,103
2024-07-01,4,1,3,12882,245
2024-07-01,4,2,1,24,99
2024-07-01,4,2,2,73,96
2024-07-01,4,2,3,18079,122
2024-07-01,4,3,1,43,104
2024-07-01,4,3,2,88,104
2024-07-01,4,3,3,12074,192
2024-07-01,4,4,1,42,102
2024-07-01,4,4,2,95,99
2024-07-01,4,4,3,24399,149
2024-07-01,4,5,1,35,103
2024-07-01,4,5,2,75,102
2024-07-01,4,5,3,9306,233
2024-07-01,4,6,1,43,101
2024-07-01,4,6,2,100,100
2024-07-01,4,6,3,8847,144
2024-08-01,1,1,1,27,96
2024-08-01,1,1,2,105,105
2024-08-01,1,1,3,8679,230
2024-08-01,1,2,1,28,105
2024-08-01,1,2,2,72,104
2024-08-01,1,2,3,23417,124
2024-08-01,1,3,1,40,103
2024-08-01,1,3,2,87,102
2024-08-01,1,3,3,27180,126
2024-08-01,1,4,1,40,101
2024-08-01,1,4,2,75,102
2024-08-01,1,4,3,19401,200
2024-08-01,1,5,1,30,101
2024-08-01,1,5,2,76,100
2024-08-01,1,5,3,18807,121
2024-08-01,1,6,1,42,101
2024-08-01,1,6,2,88,102
2024-08-01,1,6,3,21122,249
2024-08-01,2,1,1,21,103
2024-08-01,2,1,2,75,102
2024-08-01,2,1,3,16270,160
2024-08-01,2,2,1,23,100
2024-08-01,2,2,2,101,101
2024-08-01,2,2,3,29550,80
2024-08-01,2,3,1,34,103
2024-08-01,2,3,2,73,101
2024-08-01,2,3,3,24988,128
2024-08-01,2,4,1,39,100
2024-08-01,2,4,2,102,102
2024-08-01,2,4,3,9691,193
2024-08-01,2,5,1,28,98
2024-08-01,2,5,2,78,103
2024-08-01,2,5,3,22356,153
2024-08-01,2,6,1,23,102
2024-08-01,2,6,2,95,95
2024-08-01,2,6,3,15841,235
2024-08-01,3,1,1,29,97
2024-08-01,3,1,2,70,103
2024-08-01,3,1,3,21369,221
2024-08-01,3,2,1,27,96
2024-08-01,3,2,2,96,96
2024-08-01,3,2,3,29224,110
2024-08-01,3,3,1,35,97
2024-08-01,3,3,2,99,99
2024-08-01,3,3,3,16959,260
2024-08-01,3,4,1,35,101
2024-08-01,3,4,2,85,102
2024-08-01,3,4,3,26063,196
2024-08-01,3,5,1,32,97
2024-08-01,3,5,2,98,98
2024-08-01,3,5,3,12473,210
2024-08-01,3,6,1,28,96
2024-08-01,3,6,2,91,101
2024-08-01,3,6,3,16754,209
2024-08-01,4,1,1,29,95
2024-08-01,4,1,2,99,99
2024-08-01,4,1,3,29624,228
2024-08-01,4,2,1,24,102
2024-08-01,4,2,2,102,102
2024-08-01,4,2,3,19309,203
2024-08-01,4,3,1,37,100
2024-08-01,4,3,2,94,103
2024-08-01,4,3,3,18544,196
2024-08-01,4,4,1,42,98
2024-08-01,4,4,2,98,98
2024-08-01,4,4,3,15653,178
2024-08-01,4,5,1,21,101
2024-08-01,4,5,2,100,100
2024-08-01,4,5,3,20492,260
2024-08-01,4,6,1,41,101
2024-08-01,4,6,2,79,105
2024-08-01,4,6,3,9213,206
2024-09-01,1,1,1,36,97
2024-09-01,1,1,2,91,104
2024-09-01,1,1,3,22427,105
2024-09-01,1,2,1,36,96
2024-09-01,1,2,2,70,102
2024-09-01,1,2,3,21434,116
2024-09-01,1,3,1,24,105
2024-09-01,1,3,2,96,96
2024-09-01,1,3,3,19093,147
2024-09-01,1,4,1,42,104
2024-09-01,1,4,2,75,101
2024-09-01,1,4,3,25485,164
2024-09-01,1,5,1,30,101
2024-09-01,1,5,2,101,105
2024-09-01,1,5,3,9176,218
2024-09-01,1,6,1,22,104
2024-09-01,1,6,2,98,98
2024-09-01,1,6,3,17416,255
2024-09-01,2,1,1,43,98
2024-09-01,2,1,2,96,96
2024-09-01,2,1,3,28766,105
2024-09-01,2,2,1,34,96
2024-09-01,2,2,2,89,97
2024-09-01,2,2,3,9507,87
2024-09-01,2,3,1,45,100
2024-09-01,2,3,2,88,95
2024-09-01,2,3,3,20282,171
2024-09-01,2,4,1,24,101
2024-09-01,2,4,2,98,98
2024-09-01,2,4,3,26544,185
2024-09-01,2,5,1,45,105
2024-09-01,2,5,2,80,97
2024-09-01,2,5,3,10587,124
2024-09-01,2,6,1,32,104
2024-09-01,2,6,2,85,104
2024-09-01,2,6,3,27108,207
2024-09-01,3,1,1,27,97
2024-09-01,3,1,2,102,102
2024-09-01,3,1,3,23059,145
2024-09-01,3,2,1,41,99
2024-09-01,3,2,2,95,95
2024-09-01,3,2,3,25910,153
2024-09-01,3,3,1,22,97
2024-09-01,3,3,2,92,102
2024-09-01,3,3,3,17802,230
2024-09-01,3,4,1,33,105
2024-09-01,3,4,2,99,99
2024-09-01,3,4,3,14527,157
2024-09-01,3,5,1,35,101
2024-09-01,3,5,2,85,96
2024-09-01,3,5,3,26740,177
2024-09-01,3,6,1,38,100
2024-09-01,3,6,2,88,99
2024-09-01,3,6,3,29568,85
2024-09-01,4,1,1,28,101
2024-09-01,4,1,2,95,95
2024-09-01,4,1,3,9607,255
2024-09-01,4,2,1,43,104
2024-09-01,4,2,2,88,102
2024-09-01,4,2,3,27892,138
2024-09-01,4,3,1,27,100
2024-09-01,4,3,2,82,105
2024-09-01,4,3,3,16212,238
2024-09-01,4,4,1,44,105
2024-09-01,4,4,2,78,105
2024-09-01,4,4,3,11183,240
2024-09-01,4,5,1,40,105
2024-09-01,4,5,2,89,95
2024-09-01,4,5,3,9093,192
2024-09-01,4,6,1,31,104
2024-09-01,4,6,2,75,97
2024-09-01,4,6,3,18705,155
2024-10-01,1,1,1,25,101
2024-10-01,1,1,2,78,98
2024-10-01,1,1,3,19988,218
2024-10-01,1,2,1,36,103
2024-10-01,1,2,2,80,99
2024-10-01,1,2,3,23789,145
2024-10-01,1,3,1,43,99
2024-10-01,1,3,2,77,100
2024-10-01,1,3,3,10467,199
2024-10-01,1,4,1,44,97
2024-10-01,1,4,2,95,98
2024-10-01,1,4,3,19985,222
2024-10-01,1,5,1,45,96
2024-10-01,1,5,2,70,101
2024-10-01,1,5,3,25582,147
2024-10-01,1,6,1,34,96
2024-10-01,1,6,2,86,100
2024-10-01,1,6,3,20485,229
2024-10-01,2,1,1,31,105
2024-10-01,2,1,2,84,96
2024-10-01,2,1,3,8820,200
2024-10-01,2,2,1,37,104
2024-10-01,2,2,2,100,100
2024-10-01,2,2,3,29222,136
2024-10-01,2,3,1,40,96
2024-10-01,2,3,2,89,102
2024-10-01,2,3,3,21379,246
2024-10-01,2,4,1,24,96
2024-10-01,2,4,2,72,95
2024-10-01,2,4,3,24142,157
2024-10-01,2,5,1,23,96
2024-10-01,2,5,2,98,98
2024-10-01,2,5,3,20735,114
2024-10-01,2,6,1,31,102
2024-10-01,2,6,2,104,105
2024-10-01,2,6,3,27245,187
2024-10-01,3,1,1,33,97
2024-10-01,3,1,2,76,105
2024-10-01,3,1,3,28173,205
2024-10-01,3,2,1,28,101
2024-10-01,3,2,2,93,95
2024-10-01,3,2,3,22528,135
2024-10-01,3,3,1,27,102
2024-10-01,3,3,2,76,100
2024-10-01,3,3,3,20036,255
2024-10-01,3,4,1,40,103
2024-10-01,3,4,2,73,100
2024-10-01,3,4,3,17040,181
2024-10-01,3,5,1,23,98
2024-10-01,3,5,2,75,102
2024-10-01,3,5,3,14950,249
2024-10-01,3,6,1,40,105
2024-10-01,3,6,2,71,104
2024-10-01,3,6,3,18928,92
2024-10-01,4,1,1,24,98
2024-10-01,4,1,2,83,104
2024-10-01,4,1,3,26160,97
2024-10-01,4,2,1,38,98
2024-10-01,4,2,2,84,98
2024-10-01,4,2,3,12835,164
2024-10-01,4,3,1,20,104
2024-10-01,4,3,2,79,99
2024-10-01,4,3,3,25701,113
2024-10-01,4,4,1,45,99
2024-10-01,4,4,2,77,97
2024-10-01,4,4,3,8844,249
2024-10-01,4,5,1,20,97
2024-10-01,4,5,2,85,100
2024-10-01,4,5,3,18609,230
2024-10-01,4,6,1,25,95
2024-10-01,4,6,2,73,99
2024-10-01,4,6,3,21794,112
2024-11-01,1,1,1,23,103
2024-11-01,1,1,2,96,96
2024-11-01,1,1,3,19863,194
2024-11-01,1,2,1,38,103
2024-11-01,1,2,2,96,96
2024-11-01,1,2,3,15259,208
2024-11-01,1,3,1,21,104
2024-11-01,1,3,2,103,105
2024-11-01,1,3,3,23009,157
2024-11-01,1,4,1,20,105
2024-11-01,1,4,2,95,95
2024-11-01,1,4,3,21968,182
2024-11-01,1,5,1,23,105
2024-11-01,1,5,2,98,102
2024-11-01,1,5,3,10647,98
2024-11-01,1,6,1,39,100
2024-11-01,1,6,2,74,97
2024-11-01,1,6,3,17011,112
2024-11-01,2,1,1,40,104
2024-11-01,2,1,2,104,104
2024-11-01,2,1,3,20481,163
2024-11-01,2,2,1,36,104
2024-11-01,2,2,2,99,99
2024-11-01,2,2,3,27838,209
2024-11-01,2,3,1,23,101
2024-11-01,2,3,2,96,96
2024-11-01,2,3,3,22092,135
2024-11-01,2,4,1,27,102
2024-11-01,2,4,2,91,101
2024-11-01,2,4,3,21065,196
2024-11-01,2,5,1,43,101
2024-11-01,2,5,2,90,96
2024-11-01,2,5,3,18240,189
2024-11-01,2,6,1,28,105
2024-11-01,2,6,2,79,100
2024-11-01,2,6,3,23540,255
2024-11-01,3,1,1,22,96
2024-11-01,3,1,2,75,96
2024-11-01,3,1,3,11164,190
2024-11-01,3,2,1,45,100
2024-11-01,3,2,2,97,97
2024-11-01,3,2,3,27217,95
2024-11-01,3,3,1,37,103
2024-11-01,3,3,2,77,100
2024-11-01,3,3,3,19586,185
2024-11-01,3,4,1,44,105
2024-11-01,3,4,2,73,101
2024-11-01,3,4,3,27674,153
2024-11-01,3,5,1,31,99
2024-11-01,3,5,2,96,96
2024-11-01,3,5,3,14971,209
2024-11-01,3,6,1,41,97
2024-11-01,3,6,2,84,102
2024-11-01,3,6,3,19472,107
2024-11-01,4,1,1,31,103
2024-11-01,4,1,2,87,96
2024-11-01,4,1,3,15410,226
2024-11-01,4,2,1,37,101
2024-11-01,4,2,2,104,104
2024-11-01,4,2,3,29059,252
2024-11-01,4,3,1,20,103
2024-11-01,4,3,2,87,104
2024-11-01,4,3,3,13911,87
2024-11-01,4,4,1,42,99
2024-11-01,4,4,2,91,99
2024-11-01,4,4,3,8200,169
2024-11-01,4,5,1,24,97
2024-11-01,4,5,2,95,104
2024-11-01,4,5,3,12648,97
2024-11-01,4,6,1,20,105
2024-11-01,4,6,2,96,96
2024-11-01,4,6,3,20327,135
2024-12-01,1,1,1,34,101
2024-12-01,1,1,2,80,100
2024-12-01,1,1,3,18211,174
2024-12-01,1,2,1,44,100
2024-12-01,1,2,2,104,104
2024-12-01,1,2,3,9723,101
2024-12-01,1,3,1,25,97
2024-12-01,1,3,2,73,104
2024-12-01,1,3,3,10673,252
2024-12-01,1,4,1,34,99
2024-12-01,1,4,2,97,105
2024-12-01,1,4,3,27892,204
