Fecha,ID Sede,ID Servicio,ID Indicador,Num,Den
2024-01-01,4,1,3,230,82
2024-01-01,4,1,4,86,86
2024-01-01,4,1,5,8,92
2024-01-01,4,2,1,25,25
2024-01-01,4,2,2,100,110
2024-01-01,4,2,3,135,46
2024-01-01,4,2,4,81,87
2024-01-01,4,2,5,4,53
2024-01-01,4,3,1,21,28
2024-01-01,4,3,2,94,107
2024-01-01,4,3,3,228,48
2024-01-01,4,3,4,77,80
2024-01-01,4,3,5,4,99
2024-01-01,4,4,1,25,26
2024-01-01,4,4,2,83,107
2024-01-01,4,4,3,286,43
2024-01-01,4,4,4,60,92
2024-01-01,4,4,5,4,51
2024-01-01,4,5,1,24,27
2024-01-01,4,5,2,95,105
2024-01-01,4,5,3,341,53
2024-01-01,4,5,4,63,87
2024-01-01,4,5,5,7,61
2024-01-01,4,6,1,24,25
2024-01-01,4,6,2,94,98
2024-01-01,4,6,3,228,58
2024-01-01,4,6,4,95,97
2024-01-01,4,6,5,3,102
2024-01-01,4,7,1,22,28
2024-01-01,4,7,2,81,96
2024-01-01,4,7,3,308,77
2024-01-01,4,7,4,63,92
2024-01-01,4,7,5,1,80
2024-01-01,4,8,1,25,25
2024-01-01,4,8,2,96,105
2024-01-01,4,8,3,160,73
2024-01-01,4,8,4,76,76
2024-01-01,4,8,5,3,50
2024-02-01,1,1,1,26,26
2024-02-01,1,1,2,87,92
2024-02-01,1,1,3,150,65
2024-02-01,1,1,4,75,93
2024-02-01,1,1,5,10,114
2024-02-01,1,2,1,25,25
2024-02-01,1,2,2,92,92
2024-02-01,1,2,3,269,82
2024-02-01,1,2,4,93,93
2024-02-01,1,2,5,5,80
2024-02-01,1,3,1,28,28
2024-02-01,1,3,2,87,100
2024-02-01,1,3,3,221,56
2024-02-01,1,3,4,79,79
2024-02-01,1,3,5,6,98
2024-02-01,1,4,1,18,26
2024-02-01,1,4,2,99,104
2024-02-01,1,4,3,145,76
2024-02-01,1,4,4,77,77
2024-02-01,1,4,5,9,67
2024-02-01,1,5,1,20,29
2024-02-01,1,5,2,82,101
2024-02-01,1,5,3,214,55
2024-02-01,1,5,4,70,84
2024-02-01,1,5,5,9,96
2024-02-01,1,6,1,27,29
2024-02-01,1,6,2,96,110
2024-02-01,1,6,3,290,40
2024-02-01,1,6,4,79,92
2024-02-01,1,6,5,3,53
2024-02-01,1,7,1,19,29
2024-02-01,1,7,2,93,93
2024-02-01,1,7,3,189,49
2024-02-01,1,7,4,73,84
2024-02-01,1,7,5,4,83
2024-02-01,1,8,1,26,29
2024-02-01,1,8,2,88,105
2024-02-01,1,8,3,143,43
2024-02-01,1,8,4,87,95
2024-02-01,1,8,5,1,75
2024-02-01,2,1,1,23,25
2024-02-01,2,1,2,94,94
2024-02-01,2,1,3,161,56
2024-02-01,2,1,4,88,98
2024-02-01,2,1,5,12,110
2024-02-01,2,2,1,26,31
2024-02-01,2,2,2,83,90
2024-02-01,2,2,3,346,44
2024-02-01,2,2,4,69,97
2024-02-01,2,2,5,1,109
2024-02-01,2,3,1,27,30
2024-02-01,2,3,2,84,107
2024-02-01,2,3,3,152,67
2024-02-01,2,3,4,76,76
2024-02-01,2,3,5,1,86
2024-02-01,2,4,1,21,30
2024-02-01,2,4,2,83,97
2024-02-01,2,4,3,319,62
2024-02-01,2,4,4,86,92
2024-02-01,2,4,5,12,119
2024-02-01,2,5,1,21,27
2024-02-01,2,5,2,85,95
2024-02-01,2,5,3,126,66
2024-02-01,2,5,4,80,80
2024-02-01,2,5,5,11,92
2024-02-01,2,6,1,22,28
2024-02-01,2,6,2,83,95
2024-02-01,2,6,3,343,64
2024-02-01,2,6,4,76,76
2024-02-01,2,6,5,4,68
2024-02-01,2,7,1,23,32
2024-02-01,2,7,2,87,99
2024-02-01,2,7,3,126,54
2024-02-01,2,7,4,72,96
2024-02-01,2,7,5,6,91
2024-02-01,2,8,1,19,29
2024-02-01,2,8,2,91,98
2024-02-01,2,8,3,250,81
2024-02-01,2,8,4,87,87
2024-02-01,2,8,5,1,82
2024-02-01,3,1,1,22,26
2024-02-01,3,1,2,95,95
2024-02-01,3,1,3,129,56
2024-02-01,3,1,4,78,78
2024-02-01,3,1,5,12,84
2024-02-01,3,2,1,24,30
2024-02-01,3,2,2,96,109
2024-02-01,3,2,3,218,47
2024-02-01,3,2,4,72,93
2024-02-01,3,2,5,1,72
2024-02-01,3,3,1,18,31
2024-02-01,3,3,2,97,106
2024-02-01,3,3,3,304,83
2024-02-01,3,3,4,72,98
2024-02-01,3,3,5,7,86
2024-02-01,3,4,1,26,26
2024-02-01,3,4,2,99,100
2024-02-01,3,4,3,289,60
2024-02-01,3,4,4,78,78
2024-02-01,3,4,5,5,104
2024-02-01,3,5,1,23,31
2024-02-01,3,5,2,89,102
2024-02-01,3,5,3,152,75
2024-02-01,3,5,4,81,81
2024-02-01,3,5,5,11,88
2024-02-01,3,6,1,27,27
2024-02-01,3,6,2,89,108
2024-02-01,3,6,3,260,65
2024-02-01,3,6,4,75,75
2024-02-01,3,6,5,4,76
2024-02-01,3,7,1,30,31
2024-02-01,3,7,2,99,108
2024-02-01,3,7,3,202,81
2024-02-01,3,7,4,88,89
2024-02-01,3,7,5,11,96
2024-02-01,3,8,1,26,28
2024-02-01,3,8,2,85,105
2024-02-01,3,8,3,141,82
2024-02-01,3,8,4,84,84
2024-02-01,3,8,5,6,119
2024-02-01,4,1,1,26,26
2024-02-01,4,1,2,89,97
2024-02-01,4,1,3,326,54
2024-02-01,4,1,4,69,81
2024-02-01,4,1,5,1,43
2024-02-01,4,2,1,25,28
2024-02-01,4,2,2,82,109
2024-02-01,4,2,3,226,69
2024-02-01,4,2,4,72,95
2024-02-01,4,2,5,8,89
2024-02-01,4,3,1,21,31
2024-02-01,4,3,2,94,94
2024-02-01,4,3,3,121,84
2024-02-01,4,3,4,66,99
2024-02-01,4,3,5,4,94
2024-02-01,4,4,1,27,27
2024-02-01,4,4,2,94,106
2024-02-01,4,4,3,262,43
2024-02-01,4,4,4,67,82
2024-02-01,4,4,5,3,98
2024-02-01,4,5,1,28,32
2024-02-01,4,5,2,97,106
2024-02-01,4,5,3,201,78
2024-02-01,4,5,4,88,99
2024-02-01,4,5,5,12,118
2024-02-01,4,6,1,26,31
2024-02-01,4,6,2,85,104
2024-02-01,4,6,3,340,87
2024-02-01,4,6,4,88,90
2024-02-01,4,6,5,4,73
2024-02-01,4,7,1,29,29
2024-02-01,4,7,2,95,106
2024-02-01,4,7,3,181,80
2024-02-01,4,7,4,83,83
2024-02-01,4,7,5,12,49
2024-02-01,4,8,1,21,29
2024-02-01,4,8,2,90,98
2024-02-01,4,8,3,348,60
2024-02-01,4,8,4,65,92
2024-02-01,4,8,5,3,57
2024-03-01,1,1,1,24,28
2024-03-01,1,1,2,86,94
2024-03-01,1,1,3,226,44
2024-03-01,1,1,4,81,88
2024-03-01,1,1,5,8,109
2024-03-01,1,2,1,18,31
2024-03-01,1,2,2,93,96
2024-03-01,1,2,3,351,64
2024-03-01,1,2,4,61,99
2024-03-01,1,2,5,7,113
2024-03-01,1,3,1,18,32
2024-03-01,1,3,2,89,101
2024-03-01,1,3,3,219,88
2024-03-01,1,3,4,88,88
2024-03-01,1,3,5,10,109
2024-03-01,1,4,1,25,28
2024-03-01,1,4,2,88,97
2024-03-01,1,4,3,244,67
2024-03-01,1,4,4,75,75
2024-03-01,1,4,5,11,83
2024-03-01,1,5,1,29,31
2024-03-01,1,5,2,94,95
2024-03-01,1,5,3,279,48
2024-03-01,1,5,4,61,92
2024-03-01,1,5,5,10,90
2024-03-01,1,6,1,19,25
2024-03-01,1,6,2,93,110
2024-03-01,1,6,3,341,48
2024-03-01,1,6,4,71,89
2024-03-01,1,6,5,5,46
2024-03-01,1,7,1,23,31
2024-03-01,1,7,2,94,96
2024-03-01,1,7,3,206,60
2024-03-01,1,7,4,84,99
2024-03-01,1,7,5,7,75
2024-03-01,1,8,1,19,29
2024-03-01,1,8,2,80,105
2024-03-01,1,8,3,258,87
2024-03-01,1,8,4,76,76
2024-03-01,1,8,5,11,68
2024-03-01,2,1,1,26,26
2024-03-01,2,1,2,81,110
2024-03-01,2,1,3,127,88
2024-03-01,2,1,4,72,82
2024-03-01,2,1,5,10,42
2024-03-01,2,2,1,21,27
2024-03-01,2,2,2,94,94
2024-03-01,2,2,3,149,82
2024-03-01,2,2,4,73,93
2024-03-01,2,2,5,12,99
2024-03-01,2,3,1,29,29
2024-03-01,2,3,2,85,101
2024-03-01,2,3,3,275,78
2024-03-01,2,3,4,67,98
2024-03-01,2,3,5,5,60
2024-03-01,2,4,1,26,26
2024-03-01,2,4,2,89,90
2024-03-01,2,4,3,293,76
2024-03-01,2,4,4,85,87
2024-03-01,2,4,5,2,65
2024-03-01,2,5,1,19,28
2024-03-01,2,5,2,99,99
2024-03-01,2,5,3,323,47
2024-03-01,2,5,4,62,93
2024-03-01,2,5,5,9,84
2024-03-01,2,6,1,28,31
2024-03-01,2,6,2,82,101
2024-03-01,2,6,3,285,72
2024-03-01,2,6,4,60,85
2024-03-01,2,6,5,8,93
2024-03-01,2,7,1,24,26
2024-03-01,2,7,2,100,101
2024-03-01,2,7,3,301,69
2024-03-01,2,7,4,79,79
2024-03-01,2,7,5,12,62
2024-03-01,2,8,1,27,29
2024-03-01,2,8,2,95,107
2024-03-01,2,8,3,231,69
2024-03-01,2,8,4,77,98
2024-03-01,2,8,5,4,81
2024-03-01,3,1,1,22,26
2024-03-01,3,1,2,87,104
2024-03-01,3,1,3,238,88
2024-03-01,3,1,4,84,93
2024-03-01,3,1,5,1,83
2024-03-01,3,2,1,23,32
2024-03-01,3,2,2,95,95
2024-03-01,3,2,3,210,53
2024-03-01,3,2,4,76,100
2024-03-01,3,2,5,5,83
2024-03-01,3,3,1,26,29
2024-03-01,3,3,2,90,90
2024-03-01,3,3,3,141,52
2024-03-01,3,3,4,82,82
2024-03-01,3,3,5,9,102
2024-03-01,3,4,1,28,28
2024-03-01,3,4,2,100,105
2024-03-01,3,4,3,245,85
2024-03-01,3,4,4,61,89
2024-03-01,3,4,5,5,51
2024-03-01,3,5,1,24,28
2024-03-01,3,5,2,89,97
2024-03-01,3,5,3,268,82
2024-03-01,3,5,4,86,86
2024-03-01,3,5,5,9,110
2024-03-01,3,6,1,24,30
2024-03-01,3,6,2,90,107
2024-03-01,3,6,3,299,62
2024-03-01,3,6,4,77,89
2024-03-01,3,6,5,5,79
2024-03-01,3,7,1,19,28
2024-03-01,3,7,2,90,96
2024-03-01,3,7,3,310,47
2024-03-01,3,7,4,71,92
2024-03-01,3,7,5,4,64
2024-03-01,3,8,1,22,32
2024-03-01,3,8,2,96,108
2024-03-01,3,8,3,192,78
2024-03-01,3,8,4,72,78
2024-03-01,3,8,5,4,77
2024-03-01,4,1,1,20,30
2024-03-01,4,1,2,80,99
2024-03-01,4,1,3,256,85
2024-03-01,4,1,4,77,79
2024-03-01,4,1,5,1,45
2024-03-01,4,2,1,29,29
2024-03-01,4,2,2,94,94
2024-03-01,4,2,3,245,88
2024-03-01,4,2,4,60,78
2024-03-01,4,2,5,5,113
2024-03-01,4,3,1,25,32
2024-03-01,4,3,2,90,104
2024-03-01,4,3,3,133,51
2024-03-01,4,3,4,83,83
2024-03-01,4,3,5,2,54
2024-03-01,4,4,1,25,31
2024-03-01,4,4,2,92,92
2024-03-01,4,4,3,295,80
2024-03-01,4,4,4,69,76
2024-03-01,4,4,5,10,59
2024-03-01,4,5,1,19,29
2024-03-01,4,5,2,83,97
2024-03-01,4,5,3,315,75
2024-03-01,4,5,4,74,88
2024-03-01,4,5,5,7,106
2024-03-01,4,6,1,25,32
2024-03-01,4,6,2,98,99
2024-03-01,4,6,3,198,67
2024-03-01,4,6,4,63,93
2024-03-01,4,6,5,12,118
2024-03-01,4,7,1,26,26
2024-03-01,4,7,2,96,96
2024-03-01,4,7,3,187,53
2024-03-01,4,7,4,65,96
2024-03-01,4,7,5,4,60
2024-03-01,4,8,1,26,27
2024-03-01,4,8,2,85,92
2024-03-01,4,8,3,224,40
2024-03-01,4,8,4,89,89
2024-03-01,4,8,5,1,77
2024-04-01,1,1,1,22,28
2024-04-01,1,1,2,94,99
2024-04-01,1,1,3,295,44
2024-04-01,1,1,4,76,82
2024-04-01,1,1,5,10,120
2024-04-01,1,2,1,24,28
2024-04-01,1,2,2,93,93
2024-04-01,1,2,3,285,54
2024-04-01,1,2,4,77,79
2024-04-01,1,2,5,2,58
2024-04-01,1,3,1,20,25
2024-04-01,1,3,2,99,99
2024-04-01,1,3,3,331,87
2024-04-01,1,3,4,78,93
2024-04-01,1,3,5,2,96
2024-04-01,1,4,1,29,32
2024-04-01,1,4,2,92,99
2024-04-01,1,4,3,248,57
2024-04-01,1,4,4,91,92
2024-04-01,1,4,5,2,96
2024-04-01,1,5,1,24,25
2024-04-01,1,5,2,99,100
2024-04-01,1,5,3,126,56
2024-04-01,1,5,4,74,77
2024-04-01,1,5,5,10,113
2024-04-01,1,6,1,25,25
2024-04-01,1,6,2,98,98
2024-04-01,1,6,3,315,42
2024-04-01,1,6,4,71,99
2024-04-01,1,6,5,9,100
2024-04-01,1,7,1,22,32
2024-04-01,1,7,2,95,95
2024-04-01,1,7,3,282,67
2024-04-01,1,7,4,65,90
2024-04-01,1,7,5,6,100
2024-04-01,1,8,1,23,31
2024-04-01,1,8,2,83,100
2024-04-01,1,8,3,204,50
2024-04-01,1,8,4,88,88
2024-04-01,1,8,5,11,76
2024-04-01,2,1,1,30,31
2024-04-01,2,1,2,81,107
2024-04-01,2,1,3,142,69
2024-04-01,2,1,4,76,85
2024-04-01,2,1,5,2,81
2024-04-01,2,2,1,26,31
2024-04-01,2,2,2,90,90
2024-04-01,2,2,3,225,69
2024-04-01,2,2,4,72,76
2024-04-01,2,2,5,6,106
2024-04-01,2,3,1,28,32
2024-04-01,2,3,2,81,104
2024-04-01,2,3,3,188,53
2024-04-01,2,3,4,68,92
2024-04-01,2,3,5,8,76
2024-04-01,2,4,1,19,32
2024-04-01,2,4,2,90,90
2024-04-01,2,4,3,324,78
2024-04-01,2,4,4,70,82
2024-04-01,2,4,5,9,79
2024-04-01,2,5,1,25,25
2024-04-01,2,5,2,82,103
2024-04-01,2,5,3,335,54
2024-04-01,2,5,4,78,78
2024-04-01,2,5,5,11,55
2024-04-01,2,6,1,25,27
2024-04-01,2,6,2,96,99
2024-04-01,2,6,3,189,85
2024-04-01,2,6,4,88,88
2024-04-01,2,6,5,4,100
2024-04-01,2,7,1,26,32
2024-04-01,2,7,2,92,94
2024-04-01,2,7,3,355,52
2024-04-01,2,7,4,92,94
2024-04-01,2,7,5,2,57
2024-04-01,2,8,1,29,29
2024-04-01,2,8,2,90,103
2024-04-01,2,8,3,249,90
2024-04-01,2,8,4,60,83
2024-04-01,2,8,5,12,76
2024-04-01,3,1,1,27,29
2024-04-01,3,1,2,95,108
2024-04-01,3,1,3,234,49
2024-04-01,3,1,4,90,92
2024-04-01,3,1,5,6,84
2024-04-01,3,2,1,25,31
2024-04-01,3,2,2,86,100
2024-04-01,3,2,3,181,84
2024-04-01,3,2,4,84,93
2024-04-01,3,2,5,7,69
2024-04-01,3,3,1,23,25
2024-04-01,3,3,2,92,105
2024-04-01,3,3,3,289,64
2024-04-01,3,3,4,69,100
2024-04-01,3,3,5,1,103
2024-04-01,3,4,1,26,27
2024-04-01,3,4,2,90,108
2024-04-01,3,4,3,343,46
2024-04-01,3,4,4,66,89
2024-04-01,3,4,5,8,107
2024-04-01,3,5,1,25,25
2024-04-01,3,5,2,93,94
2024-04-01,3,5,3,159,81
2024-04-01,3,5,4,77,77
2024-04-01,3,5,5,6,73
2024-04-01,3,6,1,28,31
2024-04-01,3,6,2,90,92
2024-04-01,3,6,3,339,83
2024-04-01,3,6,4,84,92
2024-04-01,3,6,5,11,80
2024-04-01,3,7,1,26,32
2024-04-01,3,7,2,91,91
2024-04-01,3,7,3,180,44
2024-04-01,3,7,4,78,95
2024-04-01,3,7,5,12,69
2024-04-01,3,8,1,24,26
2024-04-01,3,8,2,93,93
2024-04-01,3,8,3,343,85
2024-04-01,3,8,4,78,78
2024-04-01,3,8,5,12,61
2024-04-01,4,1,1,18,29
2024-04-01,4,1,2,90,91
2024-04-01,4,1,3,134,90
2024-04-01,4,1,4,82,84
2024-04-01,4,1,5,7,87
2024-04-01,4,2,1,21,27
2024-04-01,4,2,2,93,106
2024-04-01,4,2,3,294,76
2024-04-01,4,2,4,71,100
2024-04-01,4,2,5,3,61
2024-04-01,4,3,1,26,26
2024-04-01,4,3,2,99,102
2024-04-01,4,3,3,181,83
2024-04-01,4,3,4,69,90
2024-04-01,4,3,5,8,69
2024-04-01,4,4,1,25,29
2024-04-01,4,4,2,80,98
2024-04-01,4,4,3,350,69
2024-04-01,4,4,4,84,84
2024-04-01,4,4,5,2,60
2024-04-01,4,5,1,23,32
2024-04-01,4,5,2,89,108
2024-04-01,4,5,3,228,80
2024-04-01,4,5,4,76,97
2024-04-01,4,5,5,5,98
2024-04-01,4,6,1,24,28
2024-04-01,4,6,2,83,105
2024-04-01,4,6,3,217,55
2024-04-01,4,6,4,82,93
2024-04-01,4,6,5,5,113
2024-04-01,4,7,1,18,29
2024-04-01,4,7,2,88,102
2024-04-01,4,7,3,264,40
2024-04-01,4,7,4,63,96
2024-04-01,4,7,5,12,117
2024-04-01,4,8,1,22,32
2024-04-01,4,8,2,97,97
2024-04-01,4,8,3,176,62
2024-04-01,4,8,4,72,95
2024-04-01,4,8,5,5,119
2024-05-01,1,1,1,27,27
2024-05-01,1,1,2,93,93
2024-05-01,1,1,3,130,81
2024-05-01,1,1,4,84,84
2024-05-01,1,1,5,10,44
2024-05-01,1,2,1,29,30
2024-05-01,1,2,2,82,94
2024-05-01,1,2,3,203,58
2024-05-01,1,2,4,86,98
2024-05-01,1,2,5,4,62
2024-05-01,1,3,1,27,27
2024-05-01,1,3,2,91,107
2024-05-01,1,3,3,248,73
2024-05-01,1,3,4,70,83
2024-05-01,1,3,5,8,72
2024-05-01,1,4,1,29,29
2024-05-01,1,4,2,83,100
2024-05-01,1,4,3,139,69
2024-05-01,1,4,4,74,79
2024-05-01,1,4,5,9,90
2024-05-01,1,5,1,19,30
2024-05-01,1,5,2,80,102
2024-05-01,1,5,3,257,56
2024-05-01,1,5,4,78,78
2024-05-01,1,5,5,11,87
2024-05-01,1,6,1,27,29
2024-05-01,1,6,2,100,102
2024-05-01,1,6,3,147,63
2024-05-01,1,6,4,74,96
2024-05-01,1,6,5,1,100
2024-05-01,1,7,1,27,30
2024-05-01,1,7,2,97,97
2024-05-01,1,7,3,282,44
2024-05-01,1,7,4,79,89
2024-05-01,1,7,5,2,92
2024-05-01,1,8,1,18,27
2024-05-01,1,8,2,89,91
2024-05-01,1,8,3,149,71
2024-05-01,1,8,4,75,78
2024-05-01,1,8,5,3,108
2024-05-01,2,1,1,25,31
2024-05-01,2,1,2,97,101
2024-05-01,2,1,3,270,66
2024-05-01,2,1,4,69,98
2024-05-01,2,1,5,11,93
2024-05-01,2,2,1,25,26
2024-05-01,2,2,2,93,109
2024-05-01,2,2,3,128,57
2024-05-01,2,2,4,83,97
2024-05-01,2,2,5,8,67
2024-05-01,2,3,1,21,32
2024-05-01,2,3,2,83,101
2024-05-01,2,3,3,214,83
2024-05-01,2,3,4,82,92
2024-05-01,2,3,5,7,47
2024-05-01,2,4,1,21,29
2024-05-01,2,4,2,93,93
2024-05-01,2,4,3,289,45
2024-05-01,2,4,4,61,81
2024-05-01,2,4,5,6,46
2024-05-01,2,5,1,20,28
2024-05-01,2,5,2,86,108
2024-05-01,2,5,3,332,44
2024-05-01,2,5,4,95,99
2024-05-01,2,5,5,10,66
2024-05-01,2,6,1,21,28
2024-05-01,2,6,2,84,100
2024-05-01,2,6,3,350,90
2024-05-01,2,6,4,60,94
2024-05-01,2,6,5,3,75
2024-05-01,2,7,1,26,27
2024-05-01,2,7,2,85,98
2024-05-01,2,7,3,289,47
2024-05-01,2,7,4,68,75
2024-05-01,2,7,5,6,41
2024-05-01,2,8,1,27,28
2024-05-01,2,8,2,80,100
2024-05-01,2,8,3,187,51
2024-05-01,2,8,4,68,76
2024-05-01,2,8,5,9,93
2024-05-01,3,1,1,26,26
2024-05-01,3,1,2,92,92
2024-05-01,3,1,3,319,68
2024-05-01,3,1,4,86,86
2024-05-01,3,1,5,2,115
2024-05-01,3,2,1,26,32
2024-05-01,3,2,2,97,97
2024-05-01,3,2,3,306,42
2024-05-01,3,2,4,93,100
2024-05-01,3,2,5,8,78
2024-05-01,3,3,1,18,25
2024-05-01,3,3,2,92,105
2024-05-01,3,3,3,295,67
2024-05-01,3,3,4,78,78
2024-05-01,3,3,5,2,96
2024-05-01,3,4,1,23,26
2024-05-01,3,4,2,84,109
2024-05-01,3,4,3,152,44
2024-05-01,3,4,4,83,83
2024-05-01,3,4,5,7,81
2024-05-01,3,5,1,25,29
2024-05-01,3,5,2,99,106
2024-05-01,3,5,3,145,67
2024-05-01,3,5,4,67,100
2024-05-01,3,5,5,12,110
2024-05-01,3,6,1,24,28
2024-05-01,3,6,2,87,104
2024-05-01,3,6,3,206,66
2024-05-01,3,6,4,85,89
2024-05-01,3,6,5,12,93
2024-05-01,3,7,1,23,26
2024-05-01,3,7,2,90,103
2024-05-01,3,7,3,185,82
2024-05-01,3,7,4,69,86
2024-05-01,3,7,5,2,100
2024-05-01,3,8,1,19,26
2024-05-01,3,8,2,92,92
2024-05-01,3,8,3,310,46
2024-05-01,3,8,4,83,98
2024-05-01,3,8,5,9,56
2024-05-01,4,1,1,25,25
2024-05-01,4,1,2,97,107
2024-05-01,4,1,3,291,61
2024-05-01,4,1,4,78,78
2024-05-01,4,1,5,11,85
2024-05-01,4,2,1,29,31
2024-05-01,4,2,2,89,91
2024-05-01,4,2,3,199,78
2024-05-01,4,2,4,66,86
2024-05-01,4,2,5,9,113
2024-05-01,4,3,1,20,28
2024-05-01,4,3,2,87,105
2024-05-01,4,3,3,209,46
2024-05-01,4,3,4,83,92
2024-05-01,4,3,5,5,54
2024-05-01,4,4,1,28,28
2024-05-01,4,4,2,97,103
2024-05-01,4,4,3,329,89
2024-05-01,4,4,4,94,94
2024-05-01,4,4,5,10,43
2024-05-01,4,5,1,18,29
2024-05-01,4,5,2,88,95
2024-05-01,4,5,3,315,84
2024-05-01,4,5,4,81,84
2024-05-01,4,5,5,1,84
2024-05-01,4,6,1,20,27
2024-05-01,4,6,2,92,108
2024-05-01,4,6,3,156,44
2024-05-01,4,6,4,61,98
2024-05-01,4,6,5,12,51
2024-05-01,4,7,1,24,28
2024-05-01,4,7,2,94,103
2024-05-01,4,7,3,160,61
2024-05-01,4,7,4,79,86
2024-05-01,4,7,5,10,81
2024-05-01,4,8,1,18,26
2024-05-01,4,8,2,85,94
2024-05-01,4,8,3,278,88
2024-05-01,4,8,4,65,76
2024-05-01,4,8,5,8,74
2024-06-01,1,1,1,25,31
2024-06-01,1,1,2,94,109
2024-06-01,1,1,3,189,66
2024-06-01,1,1,4,81,81
2024-06-01,1,1,5,6,54
2024-06-01,1,2,1,19,31
2024-06-01,1,2,2,98,99
2024-06-01,1,2,3,254,71
2024-06-01,1,2,4,79,96
2024-06-01,1,2,5,4,45
2024-06-01,1,3,1,27,31
2024-06-01,1,3,2,80,91
2024-06-01,1,3,3,197,53
2024-06-01,1,3,4,68,81
2024-06-01,1,3,5,5,72
2024-06-01,1,4,1,19,30
2024-06-01,1,4,2,90,90
2024-06-01,1,4,3,230,87
2024-06-01,1,4,4,68,80
